Project Name,Description,API URL,Github URL,Last Updated,Link URL,Organization Name,Organization API URL,Organization City,Organization Website,,,,,,,,,,
open_vehicle_tracker,Maine Civic Day 2013: GPS Web tracking system for vehicles and whatever else,http://codeforamerica.org/api/projects/34810,https://github.com/Code4Maine/open_vehicle_tracker,Maine Civic Day 2013: GPS Web tracking system for vehicles and whatever else,(null),Code for Maine,http://codeforamerica.org/api/organizations/Code-for-Maine,Bangor_ ME,http://code4maine.org/,,,,,,,,,,
policies,Various policies we are working on.,http://codeforamerica.org/api/projects/35036,https://github.com/codefortulsa/policies,Various policies we are working on.,(null),Code for Tulsa,http://codeforamerica.org/api/organizations/Code-for-Tulsa,Tulsa_ OK,http://codefortulsa.org/,,,,,,,,,,
GSMTracker,Track Bus using arduino board,http://codeforamerica.org/api/projects/34799,https://github.com/Code4Maine/GSMTracker,Track Bus using arduino board,(null),Code for Maine,http://codeforamerica.org/api/organizations/Code-for-Maine,Bangor_ ME,http://code4maine.org/,,,,,,,,,,
Sky-Cam,Mohit's Android Aerial Acquisition APP,http://codeforamerica.org/api/projects/34815,https://github.com/Code4Maine/Sky-Cam,Mohit's Android Aerial Acquisition APP,(null),Code for Maine,http://codeforamerica.org/api/organizations/Code-for-Maine,Bangor_ ME,http://code4maine.org/,,,,,,,,,,
epa_ruby,A Ruby wrapper for several of the EPA Envirofacts major data sources,http://codeforamerica.org/api/projects/36321,https://github.com/codeforamerica/epa_ruby,A Ruby wrapper for several of the EPA Envirofacts major data sources,,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
shareabouts,Shareabouts is a mapping application for crowdsourced info gathering.,http://codeforamerica.org/api/projects/35207,https://github.com/openchattanooga/shareabouts,Shareabouts is a mapping application for crowdsourced info gathering.,,Open Chattanooga,http://codeforamerica.org/api/organizations/Open-Chattanooga,Chattanooga_ TN,http://openchattanooga.com/,,,,,,,,,,
CivicCommonsMobile,,http://codeforamerica.org/api/projects/36261,https://github.com/codeforamerica/CivicCommonsMobile,,,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
onebusaway-gtfs-realtime-visualizer,A visualizer for GTFS-realtime transit data.,http://codeforamerica.org/api/projects/33473,https://github.com/codeforkansascity/onebusaway-gtfs-realtime-visualizer,A visualizer for GTFS-realtime transit data.,https://github.com/OneBusAway/onebusaway-gtfs-realtime-visualizer/wiki,Code for Kansas City,http://codeforamerica.org/api/organizations/Code-for-Kansas-City,Kansas City_ KS & MO,http://codeforkc.org/,,,,,,,,,,
code4maine.github.com,Brigade Landing Page for Code for Maine,http://codeforamerica.org/api/projects/34786,https://github.com/Code4Maine/code4maine.github.com,Brigade Landing Page for Code for Maine,code4maine.github.com,Code for Maine,http://codeforamerica.org/api/organizations/Code-for-Maine,Bangor_ ME,http://code4maine.org/,,,,,,,,,,
browser,a browser for the DC Code,http://codeforamerica.org/api/projects/33271,https://github.com/OpenSaltLake/browser,a browser for the DC Code,http://dccode.org/browser/,Open Salt Lake,http://codeforamerica.org/api/organizations/Open-Salt-Lake,Salt Lake City_ UT,http://opensaltlake.org/,,,,,,,,,,
utahcode,Legal Code for the State of Utah,http://codeforamerica.org/api/projects/33285,https://github.com/OpenSaltLake/utahcode,Legal Code for the State of Utah,,Open Salt Lake,http://codeforamerica.org/api/organizations/Open-Salt-Lake,Salt Lake City_ UT,http://opensaltlake.org/,,,,,,,,,,
blockee,A project dedicated to making our civic spaces sparkle again.,http://codeforamerica.org/api/projects/34783,https://github.com/Code4Maine/blockee,A project dedicated to making our civic spaces sparkle again.,http://blockee.org,Code for Maine,http://codeforamerica.org/api/organizations/Code-for-Maine,Bangor_ ME,http://code4maine.org/,,,,,,,,,,
macon_five,A site to help explain the Macon Five By Five program.,http://codeforamerica.org/api/projects/36425,https://github.com/codeforamerica/macon_five,A site to help explain the Macon Five By Five program.,maconfive.com,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
chef-ckan,Chef cookbook for CKAN.,http://codeforamerica.org/api/projects/34680,https://github.com/CodeandoMexico/chef-ckan,Chef cookbook for CKAN.,(null),Codeando México,http://codeforamerica.org/api/organizations/Codeando-México,Mexico City_ Mexico,http://codeandomexico.org,,,,,,,,,,
dchoodmaps,DC neighborhood boundaries,http://codeforamerica.org/api/projects/34365,https://github.com/codefordc/dchoodmaps,DC neighborhood boundaries,(null),Code for DC,http://codeforamerica.org/api/organizations/Code-for-DC,Washington_ DC,http://codefordc.org/,,,,,,,,,,
django-failedloginblocker,Fork which is packaged and released on PyPI,http://codeforamerica.org/api/projects/35765,https://github.com/mysociety/django-failedloginblocker,Fork which is packaged and released on PyPI,,mySociety,http://codeforamerica.org/api/organizations/mySociety,Oxford_ UK,https://www.mysociety.org/,,,,,,,,,,
localwiki,A tool for collaborating in local,geographic communities,http://codeforamerica.org/api/projects/35085,https://github.com/friendlycode/localwiki,A tool for collaborating in local,geographic communities,http://localwiki.org,Friendly Code,http://codeforamerica.org/api/organizations/Friendly-Code,Grand Rapids_ MI,http://friendlycode.org/,,,,,,,,
Open-Data-Catalog,Open Data Catalog is an open-source version of the site code behind OpenDataPhilly.org,a portal that provides access to over 100 open data sets,applications,and APIs related to the Philadelphia region. Open Data Catalog is intended to display information and links to publicly available data in an easily searchable format. The code also includes options for data owners to submit data for consideration and for registered public users to nominate a type of data they would like to see openly available to the public. Written using Django,Python and PostgreSQL.,http://codeforamerica.org/api/projects/35237,https://github.com/openlexington/Open-Data-Catalog,Open Data Catalog is an open-source version of the site code behind OpenDataPhilly.org,a portal that provides access to over 100 open data sets,applications,and APIs related to the Philadelphia region. Open Data Catalog is intended to display information and links to publicly available data in an easily searchable format. The code also includes options for data owners to submit data for consideration and for registered public users to nominate a type of data they would like to see openly available to the public. Written using Django,Python and PostgreSQL.,http://www.opendataphilly.org/,Open Lexington,http://codeforamerica.org/api/organizations/Open-Lexington,Lexington_ KY,http://openlexington.org/,,
adopt-a-drain,,http://codeforamerica.org/api/projects/35183,https://github.com/openchattanooga/adopt-a-drain,,(null),Open Chattanooga,http://codeforamerica.org/api/organizations/Open-Chattanooga,Chattanooga_ TN,http://openchattanooga.com/,,,,,,,,,,
diybookscanner,A fork from the official DIY Book Scanner project,http://codeforamerica.org/api/projects/34791,https://github.com/Code4Maine/diybookscanner,A fork from the official DIY Book Scanner project,diybookscanner.org,Code for Maine,http://codeforamerica.org/api/organizations/Code-for-Maine,Bangor_ ME,http://code4maine.org/,,,,,,,,,,
flood,rails app to look at flood info for where you are in miami-dade,http://codeforamerica.org/api/projects/33509,https://github.com/Code-for-Miami/flood,rails app to look at flood info for where you are in miami-dade,(null),Code for Miami,http://codeforamerica.org/api/organizations/Code-for-Miami,Miami_ FL,http://codeformiami.org/,,,,,,,,,,
Official-Arduino,Arduino GPRS/GSM Shield Sample Code,http://codeforamerica.org/api/projects/34805,https://github.com/Code4Maine/Official-Arduino,Arduino GPRS/GSM Shield Sample Code,,Code for Maine,http://codeforamerica.org/api/organizations/Code-for-Maine,Bangor_ ME,http://code4maine.org/,,,,,,,,,,
heroku-buildpack-ruby,Heroku's Ruby Buildpack for Cedar,http://codeforamerica.org/api/projects/36380,https://github.com/codeforamerica/heroku-buildpack-ruby,Heroku's Ruby Buildpack for Cedar,,Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
raspbian-loader,,http://codeforamerica.org/api/projects/34813,https://github.com/Code4Maine/raspbian-loader,,(null),Code for Maine,http://codeforamerica.org/api/organizations/Code-for-Maine,Bangor_ ME,http://code4maine.org/,,,,,,,,,,
Community-Sign-Server,Server software to manage a network of LED signs showing community information like bus arrival times and event calendars,http://codeforamerica.org/api/projects/34790,https://github.com/Code4Maine/Community-Sign-Server,Server software to manage a network of LED signs showing community information like bus arrival times and event calendars,http://civic.mit.edu/projects/c4fcm/lost-in-boston-realtime,Code for Maine,http://codeforamerica.org/api/organizations/Code-for-Maine,Bangor_ ME,http://code4maine.org/,,,,,,,,,,
rickshaw,JavaScript toolkit for creating interactive real-time graphs,http://codeforamerica.org/api/projects/35829,https://github.com/mysociety/rickshaw,JavaScript toolkit for creating interactive real-time graphs,http://code.shutterstock.com/rickshaw/,mySociety,http://codeforamerica.org/api/organizations/mySociety,Oxford_ UK,https://www.mysociety.org/,,,,,,,,,,
cfawp2012,Wordpress template for CfA site redesign,http://codeforamerica.org/api/projects/32981,https://github.com/codefortomorrow/cfawp2012,Wordpress template for CfA site redesign,,Code for Tomorrow,http://codeforamerica.org/api/organizations/Code-for-Tomorrow,Taiwan,http://codefortomorrow.org/,,,,,,,,,,
dashboard,,http://codeforamerica.org/api/projects/36295,https://github.com/codeforamerica/dashboard,,(null),Code for America,http://codeforamerica.org/api/organizations/Code-for-America,San Francisco_ CA,http://codeforamerica.org,,,,,,,,,,
windy-python,,http://codeforamerica.org/api/projects/33366,https://github.com/Chicago/windy-python,,,City of Chicago Department of Innovation and Technology,http://codeforamerica.org/api/organizations/City-of-Chicago-Department-of-Innovation-and-Technology,Chicago_ IL,http://www.cityofchicago.org/city/en/depts/doit.html,,,,,,,,,,
saltlake_answers,Easy answers to citizens questions,http://codeforamerica.org/api/projects/33283,https://github.com/OpenSaltLake/saltlake_answers,Easy answers to citizens questions,http://answers.opensaltlake.org,Open Salt Lake,http://codeforamerica.org/api/organizations/Open-Salt-Lake,Salt Lake City_ UT,http://opensaltlake.org/,,,,,,,,,,
procure-io,Procurement software for the 21st century.,http://codeforamerica.org/api/projects/32876,https://github.com/codeforanchorage/procure-io,Procurement software for the 21st century.,,Code for Anchorage,http://codeforamerica.org/api/organizations/Code-for-Anchorage,Anchorage_ AK,http://codeforanchorage.org/,,,,,,,,,,
brigade,Brigade Platform,http://codeforamerica.org/api/projects/33425,https://github.com/code4sac/brigade,Brigade Platform,brigade.codeforamerica.org,Code for Sacramento,http://codeforamerica.org/api/organizations/Code-for-Sacramento,Sacramento_ CA,http://codeforsacramento.org/,,,,,,,,,,
hackneo-site,The main website for hackneo.org,http://codeforamerica.org/api/projects/35013,https://github.com/CodeForSummitCounty/hackneo-site,The main website for hackneo.org,(null),Code for Summit County,http://codeforamerica.org/api/organizations/Code-for-Summit-County,Akron_ OH,http://codeforsummitcounty.org/,,,,,,,,,,
discourse,A platform for community discussion. Free,open,simple.,http://codeforamerica.org/api/projects/34740,https://github.com/codeforbtv/discourse,A platform for community discussion. Free,open,simple.,http://www.discourse.org,Code for BTV,http://codeforamerica.org/api/organizations/Code-for-BTV,Burlington_ VT,http://codeforbtv.org/,,,,,,
FusionTable-Map-Template,Searchable Map Template using Google Maps and Fusion Tables,http://codeforamerica.org/api/projects/34797,https://github.com/Code4Maine/FusionTable-Map-Template,Searchable Map Template using Google Maps and Fusion Tables,http://derekeder.com/searchable_map_template/,Code for Maine,http://codeforamerica.org/api/organizations/Code-for-Maine,Bangor_ ME,http://code4maine.org/,,,,,,,,,,
opentransitprojects,A pilot project to improve rural transit accessibility through open source software and hardware.,http://codeforamerica.org/api/projects/34808,https://github.com/Code4Maine/opentransitprojects,A pilot project to improve rural transit accessibility through open source software and hardware.,(null),Code for Maine,http://codeforamerica.org/api/organizations/Code-for-Maine,Bangor_ ME,http://code4maine.org/,,,,,,,,,,
adopt-a-sidewalk,"A Ruby on Rails application that allows citizens to ""adopt"" civic infrastructure",such as fire hydrants.,http://codeforamerica.org/api/projects/33270,https://github.com/OpenSaltLake/adopt-a-sidewalk,"A Ruby on Rails application that allows citizens to ""adopt"" civic infrastructure",such as fire hydrants.,http://adopt-a-hydrant.heroku.com,Open Salt Lake,http://codeforamerica.org/api/organizations/Open-Salt-Lake,Salt Lake City_ UT,http://opensaltlake.org/,,,,,,,,
